id,AGEATAPP,GENDER,PROPERTY,APP2OUT,ETHNICITY,PREVIOUS_APPROACH,REASON,FIN_VUL,PHYS_VUL,MENTAL_VUL,UNMETNEED_VUL,LACKOFSUPPORT_VUL,ACTIVITY_TYPE1,ACTIVITY_TYPE2,ACTIVITY_TYPE3,ACTIVITY_BY1,ACTIVITY_BY2,ACTIVITY_BY3,ACTIVITY_COUNT,VULNERABILITY_COUNT,ACTIVITY_MEDIATION,ACTIVITY_FINANCIAL_ASSISTANCE,ACTIVITY_LANDLORD_NEGOTIATIONS,ACTIVITY_HELP_REMAINING,ACTIVITY_HOME_OWNERHSIP_ADVICE,ACTIVITY_SOCIAL_CARE_ADAPTIONS,ACTIVITY_REFERRAL_SERVICES,ACTIVITY_HOMELESSNESS_RIGHTS,ACTIVITY_HO_ADVICE,ACTIVITY_HELP_MOVING,ACTIVITY_OTHER,OUTCOME
4412,38,0,1,61,1,1,11,0,1,1,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1
4413,44,1,5,30,2,1,5,1,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0
4414,28,0,5,23,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4415,38,1,1,21,2,0,11,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4416,30,1,9,55,2,0,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4417,43,1,5,29,3,0,3,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
4418,39,0,1,32,1,1,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
4419,44,0,10,30,6,0,11,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4420,31,1,1,44,5,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4421,35,0,1,26,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0
4422,36,1,8,57,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4423,37,1,4,40,1,0,4,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0
4424,36,1,8,44,1,1,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4425,39,0,5,55,1,0,7,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4426,45,0,4,81,4,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4427,35,0,5,59,1,1,8,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4428,43,0,6,24,3,0,4,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4429,22,1,1,34,1,1,9,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4430,38,1,3,59,1,0,1,0,1,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1
4431,42,1,4,12,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4432,30,1,6,93,5,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4433,32,1,6,45,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4434,45,1,1,23,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4435,38,1,3,79,1,0,5,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4436,37,0,5,56,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4437,37,0,8,47,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4438,29,1,1,53,8,0,6,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4439,45,1,6,56,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4440,34,0,4,58,6,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4441,43,1,1,65,4,0,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1
4442,30,1,4,35,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4443,33,0,4,39,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4444,24,1,5,20,1,1,11,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4445,39,0,5,73,1,1,10,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1
4446,32,1,8,29,8,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4447,28,0,6,28,1,1,7,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4448,27,0,4,26,1,1,6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4449,31,0,1,57,2,1,5,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
4450,34,1,10,48,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4451,38,1,1,49,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4452,38,1,8,52,1,0,4,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4453,26,0,1,61,2,0,3,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
4454,38,0,4,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4455,34,0,10,41,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
4456,42,0,1,37,1,1,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4457,38,1,1,36,1,0,5,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4458,39,1,1,59,1,1,4,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
4459,30,1,4,39,1,1,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
4460,36,1,10,30,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4461,45,1,10,32,1,0,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4462,35,1,8,32,1,1,7,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
4463,32,1,8,32,4,1,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4464,34,1,1,42,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4465,38,0,1,44,1,1,9,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4466,48,0,8,69,1,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,41,1,4,43,3,0,8,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4468,35,0,5,16,1,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4469,38,1,5,36,2,0,1,0,0,1,1,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,33,0,4,40,1,1,9,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4471,33,1,4,34,1,0,9,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4472,38,1,4,61,1,0,9,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4473,31,0,3,28,3,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4474,29,0,1,51,2,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4475,29,1,1,20,1,0,10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
4476,43,1,8,67,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,41,0,4,66,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4478,39,0,8,48,9,0,2,0,0,1,0,0,1,0,0,1,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0
4479,31,1,1,37,1,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4480,40,1,4,43,1,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4481,32,0,1,25,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4482,42,1,5,27,3,0,14,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4483,34,1,1,59,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4484,42,1,8,73,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4485,28,1,1,24,1,0,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4486,38,0,1,47,6,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4487,33,1,4,47,1,1,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
4488,32,1,5,20,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4489,39,1,4,25,1,1,8,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,36,1,10,45,4,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4491,29,0,1,62,1,0,8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4492,30,1,8,32,1,0,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
4493,28,0,1,38,2,1,6,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4494,40,1,9,65,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4495,39,0,5,87,1,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4496,40,1,5,40,4,0,7,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
4497,45,1,1,42,2,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4498,41,1,1,51,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4499,45,0,1,71,1,0,13,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4500,33,1,6,50,9,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4501,34,0,8,60,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4502,39,0,8,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,46,0,10,28,2,0,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4504,49,0,2,67,1,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4505,37,0,10,42,1,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4506,40,1,4,61,1,1,12,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
4507,29,1,8,28,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4508,39,1,4,39,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
4509,28,0,5,48,1,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4510,34,1,4,29,1,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4511,43,1,5,39,2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
4512,26,1,2,64,1,0,2,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4513,42,1,2,29,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
4514,34,0,4,52,6,1,8,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
4515,34,1,4,17,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4516,41,1,4,34,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4517,31,0,1,48,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4518,40,1,5,38,1,1,2,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4519,35,0,1,67,1,0,12,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4520,42,1,4,45,5,0,8,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0
4521,34,1,4,60,2,0,7,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4522,30,0,5,65,2,0,12,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4523,40,1,8,39,3,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
4524,46,1,10,77,1,0,7,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4525,26,0,4,31,8,0,13,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4526,37,0,4,33,7,0,6,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4527,40,1,5,36,1,0,2,0,0,0,1,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0
4528,41,1,5,34,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4529,27,1,1,15,1,0,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,25,1,1,74,1,1,15,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4531,62,0,1,42,1,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4532,29,1,1,24,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4533,33,1,4,54,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
4534,39,1,5,47,6,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4535,36,1,1,80,1,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
4536,25,1,1,51,1,1,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4537,35,1,1,21,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4538,32,0,4,58,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4539,29,1,8,27,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
4540,36,1,1,64,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1
4541,26,1,9,55,2,0,6,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4542,44,0,4,24,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4543,38,1,4,57,1,0,12,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4544,31,0,4,50,6,0,3,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4545,31,1,5,49,1,1,7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4546,33,0,4,83,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4547,34,1,4,26,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4548,39,1,1,33,1,0,5,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0
4549,42,0,4,52,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4550,39,1,1,26,1,0,12,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4551,47,0,4,30,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0
4552,39,0,1,23,1,1,6,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
4553,37,1,5,42,4,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4554,40,1,4,21,8,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4555,34,1,3,48,2,1,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1
4556,42,0,5,36,2,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4557,32,1,1,14,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4558,42,0,4,63,1,0,5,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4559,35,0,1,55,1,1,9,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
4560,31,0,6,44,1,1,4,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
4561,43,1,1,71,5,0,4,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
4562,47,0,8,20,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4563,32,1,1,100,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4564,24,1,6,31,2,1,2,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
4565,32,0,1,55,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
4566,34,0,10,26,2,0,12,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4567,39,1,6,22,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4568,28,1,1,31,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
4569,42,1,8,64,2,0,8,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
4570,30,0,1,90,1,0,8,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4571,33,1,8,40,7,1,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4572,41,1,5,46,1,0,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4573,34,0,6,38,1,1,10,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4574,39,1,4,29,1,0,7,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4575,35,1,4,36,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4576,29,1,4,42,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
4577,35,0,4,32,1,0,4,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
4578,29,1,4,48,1,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4579,43,1,4,61,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4580,28,1,5,57,2,1,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
4581,34,0,8,26,1,0,5,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4582,38,1,1,86,7,1,8,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4583,34,0,6,81,1,1,12,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
4584,35,0,1,91,1,0,11,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4585,44,1,1,52,1,1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
4586,42,1,1,32,3,1,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
4587,45,0,8,32,1,1,12,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4588,40,1,7,52,1,1,10,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4589,23,1,5,39,1,0,3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4590,28,1,8,41,1,1,5,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
4591,28,0,5,47,1,0,9,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
4592,21,0,10,49,1,0,4,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0
4593,37,1,8,36,1,1,15,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4594,28,0,1,65,1,0,10,0,0,0,0,1,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
4595,20,0,4,53,1,0,8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
4596,41,0,5,75,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
4597,44,0,6,47,6,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
4598,30,1,9,55,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4599,26,1,4,75,1,1,10,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1
4600,37,1,4,72,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4601,35,1,1,29,2,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4602,34,1,1,54,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4603,35,1,4,33,3,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4604,29,1,1,56,1,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
4605,39,1,6,24,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4606,33,1,7,52,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607,34,0,10,33,1,1,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0
4608,42,1,1,34,1,0,5,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4609,36,1,1,70,1,0,10,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
4610,28,1,1,40,4,0,7,0,0,0,1,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0
4611,41,1,1,39,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4612,35,1,10,36,3,0,12,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4613,36,1,8,44,6,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
